ND,FCR,RCC,DWM,DWF,NM,NC,LAR,LAM,WR,NWP,NR,DWT,DM,DF,DLP,DDL,ALT,SD,PS,MV,WP,WT,category
3154,8134,0.9794520547945206,1.0,0.9940652818991098,24,54,40,26,3,58,7139,-0.9019607843137256,-1.0,-1.0,0.0490196078431372,0.2134150479829466,0.2134150479829466,F71-djd@apache.org,F3-NA,F15-NA,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,STYLE,open
3154,8134,0.9794520547945206,1.0,0.4836795252225519,24,54,40,26,3,58,7139,-0.9019607843137256,-1.0,-1.0,0.0490196078431372,0.2134150479829466,0.2134150479829466,F71-djd@apache.org,F3-NA,F15-NA,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,STYLE,open
3154,8134,0.9794520547945206,1.0,0.3887240356083086,24,54,40,26,3,58,7139,-0.9019607843137256,-1.0,-1.0,0.0490196078431372,0.2134150479829466,0.2134150479829466,F71-djd@apache.org,F3-NA,F15-NA,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,STYLE,open
3111,8130,0.6621621621621622,1.0,0.2671232876712329,5,54,14,26,3,58,7138,-0.125,0.0,-1.0,0.4375,0.5053182062282564,0.5053182062282564,F71-djd@apache.org,F3-NA,F15-NA,SE_NO_SERIALVERSIONID,BAD_PRACTICE,open
3154,8134,1.0666666666666669,1.0,0.3721286370597244,22,54,49,26,2,58,7138,-0.6888888888888889,-1.0,-1.0,0.1555555555555555,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP,MALICIOUS_CODE,open
3154,8134,1.0666666666666669,1.0,0.3552833078101072,22,54,49,26,2,58,7138,-0.5555555555555556,-1.0,-1.0,0.2222222222222222,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP2,MALICIOUS_CODE,open
3154,8134,1.0666666666666669,1.0,0.3453292496171516,22,54,49,26,3,58,7139,-0.8571428571428571,-0.5,-1.0,0.0714285714285714,0.5053182062282564,0.5053182062282564,F71-djd@apache.org,F3-NA,F15-NA,NM_CONFUSING,BAD_PRACTICE,open
3154,8134,1.0666666666666669,1.0,0.2090352220520673,22,54,49,26,3,58,7139,-0.8571428571428571,-0.5,-1.0,0.0714285714285714,0.5053182062282564,0.5053182062282564,F71-djd@apache.org,F3-NA,F15-NA,NM_CONFUSING,BAD_PRACTICE,open
3154,8134,0.4814814814814814,1.0,0.1483050847457627,7,54,13,26,3,58,7138,-0.125,0.0,1.0,0.4375,0.5053182062282564,0.5053182062282564,F71-djd@apache.org,F3-NA,F15-NA,SE_NO_SERIALVERSIONID,BAD_PRACTICE,close
774,2180,0.9852941176470588,1.0,0.4316069057104914,35,54,76,26,2,58,4110,-0.6484375,-1.0,-1.0,0.17578125,0.2134150479829466,0.2134150479829466,F71-djd@apache.org,F3-NA,F15-NA,DLS_DEAD_LOCAL_STORE,STYLE,open
774,2180,0.9852941176470588,1.0,0.601593625498008,35,54,76,26,1,58,7139,-1.0,-1.0,-1.0,0.0,0.2155912961707118,0.2155912961707118,F71-djd@apache.org,F3-NA,F15-NA,DMI_INVOKING_TOSTRING_ON_ARRAY,CORRECTNESS,open
774,2180,0.9852941176470588,1.0,0.2695883134130146,35,54,76,26,2,58,7139,-0.6888888888888889,-1.0,-1.0,0.1555555555555555,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP,MALICIOUS_CODE,open
3111,8130,0.5,1.0,0.1527272727272727,10,54,12,26,3,58,7138,-0.125,0.0,-1.0,0.4375,0.5053182062282564,0.5053182062282564,F71-djd@apache.org,F3-NA,F15-NA,SE_NO_SERIALVERSIONID,BAD_PRACTICE,open
3154,8134,0.5019157088122606,1.0,0.3168859649122807,11,54,17,26,3,58,7139,-0.6484375,-1.0,-1.0,0.17578125,0.2134150479829466,0.2134150479829466,F71-djd@apache.org,F3-NA,F15-NA,DLS_DEAD_LOCAL_STORE,STYLE,open
3154,8134,0.5019157088122606,1.0,0.3190789473684211,11,54,17,26,3,58,7139,-0.6484375,-1.0,-1.0,0.17578125,0.2134150479829466,0.2134150479829466,F71-djd@apache.org,F3-NA,F15-NA,DLS_DEAD_LOCAL_STORE,STYLE,open
3154,8134,0.5019157088122606,1.0,0.5723684210526315,11,54,17,26,3,58,7139,-0.6484375,-1.0,-1.0,0.17578125,0.2134150479829466,0.2134150479829466,F71-djd@apache.org,F3-NA,F15-NA,DLS_DEAD_LOCAL_STORE,STYLE,open
3154,8134,0.5019157088122606,1.0,0.5745614035087719,11,54,17,26,3,58,7139,-0.6484375,-1.0,-1.0,0.17578125,0.2134150479829466,0.2134150479829466,F71-djd@apache.org,F3-NA,F15-NA,DLS_DEAD_LOCAL_STORE,STYLE,open
3154,8134,0.5019157088122606,1.0,0.4868421052631579,11,54,17,26,3,58,7139,-0.7272727272727273,-1.0,-1.0,0.1363636363636363,0.2134150479829466,0.2134150479829466,F71-djd@apache.org,F3-NA,F15-NA,UC_USELESS_CONDITION,STYLE,open
3154,8134,0.5853658536585366,1.0,0.3766233766233766,3,54,11,26,3,58,7138,-0.125,0.0,-1.0,0.4375,0.5053182062282564,0.5053182062282564,F71-djd@apache.org,F3-NA,F15-NA,SE_NO_SERIALVERSIONID,BAD_PRACTICE,open
3154,8134,0.7622950819672131,1.0,0.58,8,54,20,26,2,58,7139,-0.6888888888888889,-1.0,-1.0,0.1555555555555555,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP,MALICIOUS_CODE,open
3154,8134,0.7622950819672131,1.0,0.636,8,54,20,26,2,58,7139,-0.6888888888888889,-1.0,-1.0,0.1555555555555555,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP,MALICIOUS_CODE,open
3154,8134,0.7622950819672131,1.0,0.52,8,54,20,26,2,58,7139,-0.6888888888888889,-1.0,-1.0,0.1555555555555555,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP,MALICIOUS_CODE,open
3154,8134,0.7622950819672131,1.0,0.408,8,54,20,26,2,58,7139,-0.6888888888888889,-1.0,-1.0,0.1555555555555555,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP,MALICIOUS_CODE,open
3154,8134,0.7622950819672131,1.0,0.46,8,54,20,26,2,58,7139,-0.6888888888888889,-1.0,-1.0,0.1555555555555555,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP,MALICIOUS_CODE,open
3154,8134,0.7622950819672131,1.0,0.352,8,54,20,26,2,58,7139,-0.6888888888888889,-1.0,-1.0,0.1555555555555555,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP,MALICIOUS_CODE,open
452,1686,0.5972222222222222,0.6,0.4230769230769231,8,54,217,26,2,58,690,-0.5555555555555556,1.0,1.0,0.2222222222222222,0.1733967403628118,0.1733967403628118,F71-rhillegas@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP2,MALICIOUS_CODE,close
1200,2873,0.4803149606299212,1.0,0.3242009132420091,15,54,136,26,3,58,2079,0.4545454545454545,0.0,-1.0,0.7272727272727273,0.2134150479829466,0.2134150479829466,F71-rhillegas@apache.org,F3-NA,F15-NA,RI_REDUNDANT_INTERFACES,STYLE,open
3154,8134,0.4672897196261682,1.0,0.3464788732394366,11,54,11,26,3,58,7139,-1.0,0.0,-1.0,0.0,0.2155912961707118,0.2155912961707118,F71-djd@apache.org,F3-NA,F15-NA,UWF_UNWRITTEN_FIELD,CORRECTNESS,open
1682,3506,0.8666666666666667,1.0,0.4392123287671233,40,54,120,26,2,58,7139,-0.6888888888888889,-1.0,-1.0,0.1555555555555555,0.1733967403628118,0.1733967403628118,F71-bpendleton@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP,MALICIOUS_CODE,open
1682,3506,0.8666666666666667,1.0,0.5351027397260274,40,54,120,26,2,58,7139,-0.6888888888888889,-1.0,-1.0,0.1555555555555555,0.1733967403628118,0.1733967403628118,F71-bpendleton@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP,MALICIOUS_CODE,open
1682,3506,0.8666666666666667,1.0,0.5102739726027398,40,54,120,26,2,58,7139,-0.6888888888888889,-1.0,-1.0,0.1555555555555555,0.1733967403628118,0.1733967403628118,F71-bpendleton@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP,MALICIOUS_CODE,open
1682,3506,0.8666666666666667,1.0,0.1892123287671233,40,54,120,26,2,58,7139,-0.5555555555555556,-1.0,-1.0,0.2222222222222222,0.1733967403628118,0.1733967403628118,F71-bpendleton@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP2,MALICIOUS_CODE,open
1682,3506,0.8666666666666667,1.0,0.5436643835616438,40,54,120,26,2,58,7139,-0.5555555555555556,-1.0,-1.0,0.2222222222222222,0.1733967403628118,0.1733967403628118,F71-bpendleton@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP2,MALICIOUS_CODE,open
1682,3506,0.8666666666666667,1.0,0.5188356164383562,40,54,120,26,2,58,7139,-0.5555555555555556,-1.0,-1.0,0.2222222222222222,0.1733967403628118,0.1733967403628118,F71-bpendleton@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP2,MALICIOUS_CODE,open
1682,3506,0.8666666666666667,1.0,0.5652241594022416,40,54,120,26,2,58,7139,-0.4772727272727273,0.0,-1.0,0.2613636363636363,0.1843416244675358,0.1843416244675358,F71-bpendleton@apache.org,F3-NA,F15-NA,IS2_INCONSISTENT_SYNC,MT_CORRECTNESS,open
1682,3506,0.8666666666666667,1.0,0.7183219178082192,40,54,120,26,3,58,7139,-0.4772727272727273,0.0,-1.0,0.2613636363636363,0.1843416244675358,0.1843416244675358,F71-bpendleton@apache.org,F3-NA,F15-NA,IS2_INCONSISTENT_SYNC,MT_CORRECTNESS,open
1148,2808,0.5195530726256983,1.0,0.5700636942675159,26,54,74,26,3,58,2079,-1.0,-1.0,-1.0,0.0,0.2134150479829466,0.2134150479829466,F71-rhillegas@apache.org,F3-NA,F15-NA,UC_USELESS_VOID_METHOD,STYLE,open
2668,7392,0.4784172661870504,1.0,0.1666666666666666,10,54,8,26,2,58,6396,-0.5,-1.0,-1.0,0.25,0.5053182062282564,0.5053182062282564,F71-djd@apache.org,F3-NA,F15-NA,HE_EQUALS_NO_HASHCODE,BAD_PRACTICE,open
2668,7392,0.4784172661870504,1.0,0.2307692307692307,10,54,8,26,3,58,7139,-0.3703703703703703,-1.0,-1.0,0.3148148148148148,0.2134150479829466,0.2134150479829466,F71-djd@apache.org,F3-NA,F15-NA,NP_LOAD_OF_KNOWN_NULL_VALUE,STYLE,open
2668,7392,0.6491228070175439,1.0,0.5203619909502263,7,54,18,26,2,58,6396,-0.6484375,-1.0,-1.0,0.17578125,0.2134150479829466,0.2134150479829466,F71-djd@apache.org,F3-NA,F15-NA,DLS_DEAD_LOCAL_STORE,STYLE,open
1720,3591,0.3378378378378378,0.1333333333333333,0.5304347826086957,5,54,70,26,2,58,3433,-0.6484375,-1.0,-1.0,0.17578125,0.2134150479829466,0.2134150479829466,F71-dag@apache.org,F3-NA,F15-NA,DLS_DEAD_LOCAL_STORE,STYLE,open
1720,3591,0.3378378378378378,0.2,0.5391304347826087,5,54,70,26,2,58,3433,-0.6484375,-1.0,-1.0,0.17578125,0.2134150479829466,0.2134150479829466,F71-dag@apache.org,F3-NA,F15-NA,DLS_DEAD_LOCAL_STORE,STYLE,open
1174,2848,0.4307692307692308,1.0,0.7802547770700637,12,54,14,26,2,58,6396,-0.4769230769230769,-1.0,-1.0,0.2615384615384615,0.2134150479829466,0.2134150479829466,F71-djd@apache.org,F3-String,F15-NA,SF_SWITCH_NO_DEFAULT,STYLE,open
3154,8134,0.1384615384615384,1.0,0.8152173913043478,10,54,17,26,2,58,7139,-0.6888888888888889,-1.0,-1.0,0.1555555555555555,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP,MALICIOUS_CODE,open
313,1442,0.7158808933002482,1.0,0.8398967075532602,74,54,163,26,3,58,7138,-0.8333333333333334,-1.0,-1.0,0.0833333333333333,0.2134150479829466,0.2134150479829466,F71-djd@apache.org,F3-NA,F15-NA,PZLA_PREFER_ZERO_LENGTH_ARRAYS,STYLE,open
843,2308,0.8126272912423625,1.0,0.2835209825997953,42,54,44,26,2,58,7139,-0.6888888888888889,-1.0,-1.0,0.1555555555555555,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP,MALICIOUS_CODE,open
843,2308,0.8126272912423625,1.0,0.4738996929375639,42,54,44,26,2,58,7139,-0.6888888888888889,-1.0,-1.0,0.1555555555555555,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP,MALICIOUS_CODE,open
843,2308,0.8126272912423625,1.0,0.4841351074718526,42,54,44,26,2,58,7139,-0.6888888888888889,-1.0,-1.0,0.1555555555555555,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP,MALICIOUS_CODE,open
843,2308,0.8126272912423625,1.0,0.1965199590583418,42,54,44,26,2,58,7139,-0.5555555555555556,-1.0,-1.0,0.2222222222222222,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP2,MALICIOUS_CODE,open
843,2308,0.8126272912423625,1.0,0.1944728761514841,42,54,44,26,2,58,7139,-0.5555555555555556,-1.0,-1.0,0.2222222222222222,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP2,MALICIOUS_CODE,open
843,2308,0.8126272912423625,1.0,0.195496417604913,42,54,44,26,2,58,7139,-0.5555555555555556,-1.0,-1.0,0.2222222222222222,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP2,MALICIOUS_CODE,open
478,1710,0.423728813559322,1.0,0.7222222222222222,7,54,45,26,2,58,714,-0.6888888888888889,1.0,1.0,0.1555555555555555,0.1733967403628118,0.1733967403628118,F71-rhillegas@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP,MALICIOUS_CODE,close
478,1710,0.423728813559322,0.9230769230769232,0.6759259259259259,7,54,45,26,2,58,714,-0.5555555555555556,1.0,1.0,0.2222222222222222,0.1733967403628118,0.1733967403628118,F71-rhillegas@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP2,MALICIOUS_CODE,close
114,1181,0.7538461538461538,1.0,0.664179104477612,4,22,104,0,2,3,185,-0.3703703703703703,-1.0,-1.0,0.3148148148148148,0.2134150479829466,0.2134150479829466,F71-kahatlen@apache.org,F3-NA,F15-NA,NP_LOAD_OF_KNOWN_NULL_VALUE,STYLE,open
2144,5099,0.7894736842105263,1.0,0.8170731707317073,1,22,28,0,1,3,7139,-1.0,0.0,-1.0,0.0,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,MS_MUTABLE_ARRAY,MALICIOUS_CODE,open
2144,5099,0.7894736842105263,1.0,0.6341463414634146,1,22,28,0,2,3,7139,-1.0,0.0,-1.0,0.0,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,MS_MUTABLE_ARRAY,MALICIOUS_CODE,open
3061,8060,0.7572815533980582,0.9615384615384616,0.5591939546599496,17,35,613,1,3,8,7138,-0.8846153846153846,1.0,0.3333333333333333,0.0576923076923076,0.2134150479829466,0.2134150479829466,F71-djd@apache.org,F3-NA,F15-NA,DLS_DEAD_LOCAL_STORE_OF_NULL,STYLE,close
3061,8060,0.7572815533980582,0.0689655172413793,0.2544080604534005,17,35,613,1,2,8,7138,-0.5555555555555556,-1.0,0.3333333333333333,0.2222222222222222,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP2,MALICIOUS_CODE,open
3061,8060,0.7572815533980582,1.0,0.95088161209068,17,35,613,1,3,8,7138,1.0,0.0,0.3333333333333333,1.0,0.2857938467154214,0.2857938467154214,F71-djd@apache.org,F3-NA,F15-NA,SIC_INNER_SHOULD_BE_STATIC_NEEDS_THIS,PERFORMANCE,close
2937,7864,0.281524926686217,0.1034482758620689,0.1872427983539094,9,35,348,1,2,8,5105,-0.5555555555555556,-1.0,-1.0,0.2222222222222222,0.1733967403628118,0.1733967403628118,F71-kristwaa@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP2,MALICIOUS_CODE,open
2937,7864,0.281524926686217,1.0,0.98559670781893,9,35,348,1,2,8,6868,-0.8181818181818182,-1.0,-1.0,0.0909090909090909,0.5053182062282564,0.5053182062282564,F71-bakksjo@apache.org,F3-NA,F15-NA,DE_MIGHT_IGNORE,BAD_PRACTICE,open
3154,8134,0.1237113402061855,0.4137931034482758,0.6402877697841727,3,35,27,1,2,8,4250,-0.8478260869565217,-1.0,-1.0,0.0652173913043478,0.2857938467154214,0.2857938467154214,F71-kahatlen@apache.org,F3-NA,F15-NA,SBSC_USE_STRINGBUFFER_CONCATENATION,PERFORMANCE,open
3154,8134,0.4004975124378109,0.4444444444444444,0.7331378299120235,14,35,19,1,2,8,7138,-0.8478260869565217,-1.0,-1.0,0.0652173913043478,0.2857938467154214,0.2857938467154214,F71-djd@apache.org,F3-NA,F15-NA,SBSC_USE_STRINGBUFFER_CONCATENATION,PERFORMANCE,open
3154,8134,0.4004975124378109,1.0,0.6715542521994134,14,35,19,1,2,8,7138,-0.8478260869565217,-1.0,-1.0,0.0652173913043478,0.2857938467154214,0.2857938467154214,F71-djd@apache.org,F3-NA,F15-NA,SBSC_USE_STRINGBUFFER_CONCATENATION,PERFORMANCE,open
3154,8134,0.4705882352941176,0.6666666666666666,0.8408304498269896,9,2,84,0,2,3,7138,-0.6888888888888889,1.0,0.3333333333333333,0.1555555555555555,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP,MALICIOUS_CODE,close
3154,8134,0.4705882352941176,0.6666666666666666,0.8027681660899654,9,2,84,0,2,3,7138,-0.6888888888888889,1.0,0.3333333333333333,0.1555555555555555,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP,MALICIOUS_CODE,close
3154,8134,0.4705882352941176,1.0,0.8650519031141869,9,2,84,0,3,3,7138,-0.5,-1.0,0.3333333333333333,0.25,0.5053182062282564,0.5053182062282564,F71-djd@apache.org,F3-NA,F15-NA,HE_EQUALS_NO_HASHCODE,BAD_PRACTICE,open
3154,8134,0.2372881355932203,1.0,1.6702127659574468,14,26,17,0,3,5,7138,-0.8571428571428571,-0.5,-1.0,0.0714285714285714,0.5053182062282564,0.5053182062282564,F71-djd@apache.org,F3-NA,F15-NA,NM_CONFUSING,BAD_PRACTICE,open
3154,8134,0.4121621621621621,0.6666666666666666,0.691699604743083,12,26,17,0,2,5,7138,-0.6888888888888889,-1.0,-1.0,0.1555555555555555,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP,MALICIOUS_CODE,open
3154,8134,0.4121621621621621,0.6666666666666666,0.6561264822134387,12,26,17,0,2,5,7138,-0.6888888888888889,-1.0,-1.0,0.1555555555555555,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP,MALICIOUS_CODE,open
3154,8134,0.4121621621621621,0.6666666666666666,0.5019762845849802,12,26,17,0,2,5,7138,-0.6888888888888889,-1.0,-1.0,0.1555555555555555,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP,MALICIOUS_CODE,open
3154,8134,0.4121621621621621,0.375,0.3636363636363636,12,26,17,0,2,5,7138,-0.5555555555555556,-1.0,-1.0,0.2222222222222222,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP2,MALICIOUS_CODE,open
2650,7363,0.0526315789473684,1.0,0.6530612244897959,4,3,11,0,1,10,7139,-0.8367346938775511,-1.0,-1.0,0.0816326530612244,0.002919321664456,0.002919321664456,F71-djd@apache.org,F3-NA,F15-NA,DM_DEFAULT_ENCODING,I18N,open
3154,8134,0.054054054054054,1.0,0.6739130434782609,4,3,12,0,1,10,7139,-0.8367346938775511,-1.0,-1.0,0.0816326530612244,0.002919321664456,0.002919321664456,F71-djd@apache.org,F3-NA,F15-NA,DM_DEFAULT_ENCODING,I18N,open
633,1912,0.0779510022271715,1.0,0.1170825335892514,47,3,11,0,2,10,7139,-0.6484375,-1.0,-1.0,0.17578125,0.2134150479829466,0.2134150479829466,F71-bpendleton@apache.org,F3-NA,F15-NA,DLS_DEAD_LOCAL_STORE,STYLE,open
633,1912,0.0779510022271715,1.0,0.9219449776071656,47,3,11,0,3,10,7139,-0.4772727272727273,0.0,-1.0,0.2613636363636363,0.1843416244675358,0.1843416244675358,F71-bpendleton@apache.org,F3-NA,F15-NA,IS2_INCONSISTENT_SYNC,MT_CORRECTNESS,open
633,1912,0.0779510022271715,1.0,0.1861804222648752,47,3,11,0,2,10,7139,-0.5555555555555556,-1.0,-1.0,0.2222222222222222,0.1843416244675358,0.1843416244675358,F71-bpendleton@apache.org,F3-NA,F15-NA,LI_LAZY_INIT_STATIC,MT_CORRECTNESS,open
633,1912,0.0779510022271715,1.0,0.961612284069098,47,3,11,0,2,10,7139,-0.9066666666666666,-1.0,-1.0,0.0466666666666666,0.5053182062282564,0.5053182062282564,F71-bpendleton@apache.org,F3-NA,F15-NA,NM_METHOD_NAMING_CONVENTION,BAD_PRACTICE,open
633,1912,0.0779510022271715,1.0,0.9558541266794626,47,3,11,0,2,10,7139,-0.9066666666666666,-1.0,-1.0,0.0466666666666666,0.5053182062282564,0.5053182062282564,F71-bpendleton@apache.org,F3-NA,F15-NA,NM_METHOD_NAMING_CONVENTION,BAD_PRACTICE,open
633,1912,0.0779510022271715,1.0,0.5854126679462572,47,3,11,0,3,10,7139,-0.5714285714285714,-1.0,-1.0,0.2142857142857142,0.2134150479829466,0.2134150479829466,F71-bpendleton@apache.org,F3-NA,F15-NA,REC_CATCH_EXCEPTION,STYLE,open
633,1912,0.0779510022271715,1.0,0.6103646833013435,47,3,11,0,2,10,7139,-0.8478260869565217,-1.0,-1.0,0.0652173913043478,0.2857938467154214,0.2857938467154214,F71-bpendleton@apache.org,F3-NA,F15-NA,SBSC_USE_STRINGBUFFER_CONCATENATION,PERFORMANCE,open
2427,6421,0.1764705882352941,1.0,0.5434782608695652,4,1,13,0,2,1,6155,-0.7647058823529411,0.0,-1.0,0.1176470588235294,0.5053182062282564,0.5053182062282564,F71-fuzzylogic@apache.org,F3-String,F15-NA,NM_CLASS_NAMING_CONVENTION,BAD_PRACTICE,open
2861,7706,0.233983286908078,1.0,0.7176258992805755,21,70,29,65,3,106,7139,-0.6410256410256411,-1.0,-1.0,0.1794871794871795,0.2134150479829466,0.2134150479829466,F71-djd@apache.org,F3-NA,F15-NA,BC_UNCONFIRMED_CAST,STYLE,open
2861,7706,0.233983286908078,1.0,0.5215827338129496,21,70,29,65,3,106,7139,-0.6410256410256411,-1.0,-1.0,0.1794871794871795,0.2134150479829466,0.2134150479829466,F71-djd@apache.org,F3-NA,F15-NA,BC_UNCONFIRMED_CAST,STYLE,open
2861,7706,0.233983286908078,1.0,0.658273381294964,21,70,29,65,3,106,7139,-0.6410256410256411,-1.0,-1.0,0.1794871794871795,0.2134150479829466,0.2134150479829466,F71-djd@apache.org,F3-NA,F15-NA,BC_UNCONFIRMED_CAST,STYLE,open
2861,7706,0.233983286908078,1.0,0.9514388489208632,21,70,29,65,3,106,7139,-0.7272727272727273,-1.0,-1.0,0.1363636363636363,0.2134150479829466,0.2134150479829466,F71-djd@apache.org,F3-NA,F15-private,UC_USELESS_CONDITION,STYLE,open
1153,2812,0.6253443526170799,1.0,0.9855491329479767,37,70,39,65,3,106,3580,-0.8947368421052632,-1.0,-1.0,0.0526315789473684,0.5053182062282564,0.5053182062282564,F71-myrnavl@apache.org,F3-NA,F15-NA,HE_HASHCODE_NO_EQUALS,BAD_PRACTICE,open
1153,2812,0.6253443526170799,1.0,0.1907514450867052,37,70,39,65,3,106,7139,-0.9019607843137256,-1.0,-1.0,0.0490196078431372,0.2134150479829466,0.2134150479829466,F71-djd@apache.org,F3-NA,F15-NA,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,STYLE,open
1153,2812,0.6253443526170799,1.0,0.8815028901734104,37,70,39,65,3,106,7139,-0.9019607843137256,-1.0,-1.0,0.0490196078431372,0.2134150479829466,0.2134150479829466,F71-djd@apache.org,F3-NA,F15-NA,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,STYLE,open
1531,3276,0.8402777777777778,0.2608695652173913,0.5894736842105263,9,70,9,65,2,106,1808,-1.0,-1.0,-1.0,0.0,0.5053182062282564,0.5053182062282564,F71-kristwaa@apache.org,F3-NA,F15-NA,RC_REF_COMPARISON_BAD_PRACTICE_BOOLEAN,BAD_PRACTICE,open
1531,3276,0.8402777777777778,0.2608695652173913,0.4631578947368421,9,70,9,65,2,106,1808,-1.0,-1.0,-1.0,0.0,0.5053182062282564,0.5053182062282564,F71-kristwaa@apache.org,F3-NA,F15-NA,RC_REF_COMPARISON_BAD_PRACTICE_BOOLEAN,BAD_PRACTICE,open
2168,5234,0.967391304347826,0.6666666666666666,0.8186274509803921,12,70,27,65,3,106,2329,-0.8947368421052632,-1.0,-1.0,0.0526315789473684,0.5053182062282564,0.5053182062282564,F71-kristwaa@apache.org,F3-NA,F15-NA,HE_HASHCODE_NO_EQUALS,BAD_PRACTICE,open
2168,5234,0.967391304347826,1.0,0.2647058823529412,12,70,27,65,2,106,4373,-1.0,0.0,-1.0,0.0,0.5053182062282564,0.5053182062282564,F71-djd@apache.org,F3-NA,F15-NA,SE_NO_SUITABLE_CONSTRUCTOR_FOR_EXTERNALIZATION,BAD_PRACTICE,open
2141,5084,0.9047619047619048,0.6666666666666666,0.8362831858407079,13,70,72,65,3,106,2329,-0.8947368421052632,-1.0,-1.0,0.0526315789473684,0.5053182062282564,0.5053182062282564,F71-kristwaa@apache.org,F3-NA,F15-NA,HE_HASHCODE_NO_EQUALS,BAD_PRACTICE,open
2141,5084,0.9047619047619048,1.0,0.252212389380531,13,70,72,65,2,106,4373,-1.0,0.0,-1.0,0.0,0.5053182062282564,0.5053182062282564,F71-djd@apache.org,F3-NA,F15-NA,SE_NO_SUITABLE_CONSTRUCTOR_FOR_EXTERNALIZATION,BAD_PRACTICE,open
87,1159,0.967391304347826,0.6666666666666666,0.8203883495145631,12,70,48,65,3,106,2329,-0.8947368421052632,-1.0,-1.0,0.0526315789473684,0.5053182062282564,0.5053182062282564,F71-kristwaa@apache.org,F3-NA,F15-NA,HE_HASHCODE_NO_EQUALS,BAD_PRACTICE,open
87,1159,0.967391304347826,1.0,0.2718446601941747,12,70,48,65,2,106,4373,-1.0,0.0,-1.0,0.0,0.5053182062282564,0.5053182062282564,F71-djd@apache.org,F3-NA,F15-NA,SE_NO_SUITABLE_CONSTRUCTOR_FOR_EXTERNALIZATION,BAD_PRACTICE,open
1908,4247,0.9081632653061223,0.6666666666666666,0.8254716981132075,13,70,13,65,3,106,2329,-0.8947368421052632,-1.0,-1.0,0.0526315789473684,0.5053182062282564,0.5053182062282564,F71-kristwaa@apache.org,F3-NA,F15-NA,HE_HASHCODE_NO_EQUALS,BAD_PRACTICE,open
